customer_id,name,email,phone,gender,age,city,registration_date,account_age_days,total_orders,total_spend,avg_order_value,purchase_frequency,last_purchase_days,last_purchase_date,app_sessions_monthly,email_open_rate,wishlist_items,cart_abandonment_rate,reviews_written,avg_rating_given,referrals_made,support_tickets,returns_count,returns_rate,preferred_category,preferred_payment,engagement_score,sentiment_score,brand_interaction,nps_score,reward_preference,behavior_type
SK000328,Anjali Pillai,anjali.pillai40@outlook.com,+91-7308811885,F,36,Vadodara,2025-08-19,229,8,24392,3049,7,35,2026-03-01,12,0.35,2,0.39,4,3.7,1,1,0,0.09,Ethnic Wear,UPI,70,55,60,7,Free Shipping,regular
SK000329,Kritika Agarwal,kritika.agarwal61@outlook.com,+91-8753010780,F,47,Ahmedabad,2025-12-29,97,15,55560,3704,7,23,2026-03-13,12,0.42,2,0.46,1,4.6,1,3,1,0.07,Ethnic Wear,UPI,66,36,45,9,Early Access,regular
SK000330,Atharva Singh,atharva.singh42@hotmail.com,+91-7372655181,M,36,Jaipur,2025-11-27,129,6,11142,1857,3,84,2026-01-11,4,0.1,3,0.69,2,4.5,0,5,0,0.15,Footwear,Wallet,36,27,27,3,Gift Card,at_risk
SK000331,Diya Kumar,diya.kumar54@hotmail.com,+91-8933951449,F,44,Coimbatore,2024-12-09,482,9,30375,3375,7,19,2026-03-17,11,0.35,10,0.36,4,4.3,0,3,0,0.06,Sportswear,COD,72,42,72,8,Cashback,regular
SK000332,Divya Mehta,divya.mehta80@hotmail.com,+91-9729587282,F,27,Ahmedabad,2025-08-15,233,26,68432,2632,9,4,2026-04-01,26,0.52,6,0.44,5,4.6,1,0,1,0.05,Accessories,Wallet,76,80,100,9,Cashback,loyal
SK000333,Preeti Saxena,preeti.saxena1@yahoo.com,+91-7547962779,F,41,Gurgaon,2025-07-25,254,10,34960,3496,5,31,2026-03-05,9,0.28,5,0.32,2,4.9,1,1,0,0.06,Ethnic Wear,COD,57,66,53,9,Cashback,regular
SK000334,Ananya Bhatia,ananya.bhatia64@gmail.com,+91-8132544621,F,41,Ahmedabad,2025-12-07,119,5,14450,2890,2,44,2026-02-20,8,0.16,0,0.42,2,4.3,0,2,0,0.11,Sportswear,Credit Card,52,46,26,5,Free Shipping,occasional
SK000335,Atharva Bhatia,atharva.bhatia88@hotmail.com,+91-7737163659,M,18,Ahmedabad,2024-04-29,706,3,5688,1896,4,34,2026-03-02,8,0.15,4,0.46,1,4.4,0,0,0,0.09,Western Wear,UPI,44,71,33,7,Cashback,occasional
SK000336,Swati Mittal,swati.mittal61@gmail.com,+91-7853846242,F,34,Chandigarh,2025-12-08,118,6,19992,3332,7,33,2026-03-03,8,0.35,7,0.45,5,3.8,2,1,0,0.11,Western Wear,Debit Card,59,60,82,7,Exclusive Collections,regular
SK000337,Aarav Verma,aarav.verma57@yahoo.com,+91-8870296167,M,33,Hyderabad,2024-07-25,619,29,213759,7371,9,14,2026-03-22,15,0.48,18,0.55,9,3.9,2,0,0,0.02,Sportswear,UPI,83,95,100,9,Free Shipping,loyal
SK000338,Sara Tiwari,sara.tiwari38@outlook.com,+91-9391676203,F,40,Hyderabad,2025-07-15,264,13,24921,1917,7,12,2026-03-24,15,0.37,4,0.42,5,4.8,1,0,1,0.08,Accessories,COD,65,83,77,6,Cashback,regular
SK000339,Simran Bansal,simran.bansal89@gmail.com,+91-7686435007,F,33,Chennai,2025-11-03,153,15,22515,1501,4,25,2026-03-11,11,0.27,4,0.43,1,3.8,0,1,1,0.08,Ethnic Wear,UPI,72,52,39,8,Cashback,regular
SK000340,Diya Desai,diya.desai88@gmail.com,+91-9367740841,F,58,Bhopal,2025-10-29,158,4,10008,2502,2,42,2026-02-22,4,0.16,2,0.43,2,4.0,0,0,0,0.09,Ethnic Wear,Debit Card,40,67,24,5,Gift Card,occasional
SK000341,Tanish Singh,tanish.singh9@hotmail.com,+91-7142445194,M,49,Delhi,2025-03-30,371,15,97755,6517,15,5,2026-03-31,24,0.46,16,0.5,12,3.5,1,2,0,0.04,Footwear,UPI,86,93,100,9,Exclusive Collections,loyal
SK000342,Kritika Gupta,kritika.gupta93@gmail.com,+91-7503282072,F,37,Kochi,2024-07-12,632,10,32580,3258,3,67,2026-01-28,1,0.16,2,0.65,1,4.9,0,3,2,0.24,Accessories,Credit Card,30,27,13,6,Discount,at_risk
SK000343,Saanvi Agarwal,saanvi.agarwal14@outlook.com,+91-9157485392,F,34,Delhi,2024-06-25,649,2,3926,1963,2,49,2026-02-15,5,0.28,5,0.26,0,,0,2,0,0.11,Footwear,UPI,45,52,25,6,Cashback,occasional
SK000344,Rashmi Bansal,rashmi.bansal41@yahoo.com,+91-9721655904,F,20,Kolkata,2025-04-06,364,5,9615,1923,4,36,2026-02-28,5,0.28,1,0.21,0,,0,2,0,0.09,Sportswear,Wallet,53,54,13,5,Cashback,occasional
SK000345,Advaith Gupta,advaith.gupta36@yahoo.com,+91-9755444590,M,33,Surat,2025-02-10,419,13,42445,3265,5,29,2026-03-07,10,0.39,6,0.38,1,4.8,1,0,1,0.09,Accessories,Credit Card,56,73,53,8,Exclusive Collections,regular
SK000346,Riya Saxena,riya.saxena14@hotmail.com,+91-9410213361,F,33,Lucknow,2024-09-10,572,6,20784,3464,2,64,2026-01-31,1,0.06,0,0.39,0,,0,1,1,0.18,Sportswear,Credit Card,22,53,2,4,Gift Card,at_risk
SK000347,Neha Menon,neha.menon16@yahoo.com,+91-9459625552,F,57,Kochi,2024-10-11,541,12,36408,3034,7,29,2026-03-07,8,0.3,10,0.21,5,3.9,1,2,0,0.07,Sportswear,Credit Card,56,65,81,6,Early Access,regular
SK000348,Pranav Kapoor,pranav.kapoor45@hotmail.com,+91-7070269739,M,37,Kolkata,2025-04-05,365,10,19440,1944,7,29,2026-03-07,9,0.41,5,0.48,2,4.2,0,2,0,0.08,Footwear,COD,73,53,43,8,Exclusive Collections,regular
SK000349,Nikhil Mittal,nikhil.mittal35@yahoo.com,+91-7797168037,M,42,Chennai,2026-01-16,79,36,107100,2975,9,10,2026-03-26,30,0.47,17,0.41,10,3.9,5,1,2,0.08,Accessories,Wallet,91,86,100,10,Cashback,loyal
SK000350,Deepak Khanna,deepak.khanna54@outlook.com,+91-9485977067,M,26,Chandigarh,2024-06-26,648,30,127080,4236,8,14,2026-03-22,19,0.68,15,0.22,15,3.7,3,0,2,0.07,Sportswear,COD,77,95,100,9,Cashback,loyal
SK000351,Sneha Agarwal,sneha.agarwal83@hotmail.com,+91-9022032733,F,40,Nagpur,2024-05-13,692,13,42601,3277,5,27,2026-03-09,13,0.33,8,0.42,3,4.7,2,2,0,0.06,Accessories,Credit Card,56,56,85,9,Cashback,regular
SK000352,Anvi Sharma,anvi.sharma17@yahoo.com,+91-9434066071,F,18,Gurgaon,2024-11-13,508,10,32360,3236,1,60,2026-02-04,3,0.13,0,0.61,1,4.2,0,3,2,0.25,Sportswear,UPI,28,20,11,5,Free Shipping,at_risk
SK000353,Kritika Bansal,kritika.bansal1@hotmail.com,+91-9150398505,F,44,Pune,2025-09-29,188,11,16511,1501,4,22,2026-03-14,11,0.26,2,0.43,1,4.0,1,2,1,0.12,Western Wear,Credit Card,56,55,43,8,Early Access,regular
SK000354,Yash Pandey,yash.pandey54@yahoo.com,+91-7730362895,M,23,Jaipur,2024-12-24,467,9,17136,1904,4,16,2026-03-20,12,0.29,8,0.52,3,3.6,2,3,0,0.06,Accessories,COD,73,43,83,8,Free Shipping,regular
SK000355,Aryan Kapoor,aryan.kapoor58@yahoo.com,+91-9161333410,M,20,Indore,2025-04-24,346,13,35789,2753,7,17,2026-03-19,10,0.39,3,0.29,3,5.0,0,2,1,0.11,Accessories,UPI,73,52,44,7,Exclusive Collections,regular
SK000356,Vikram Saxena,vikram.saxena97@outlook.com,+91-8054315824,M,30,Nagpur,2025-01-12,448,29,86623,2987,14,7,2026-03-29,22,0.65,5,0.43,4,3.7,1,2,1,0.06,Footwear,UPI,92,67,89,10,Early Access,loyal
SK000357,Tanish Goel,tanish.goel49@gmail.com,+91-8032681826,M,40,Gurgaon,2025-09-14,203,6,9222,1537,4,13,2026-03-23,15,0.37,4,0.65,5,4.0,2,0,0,0.09,Ethnic Wear,UPI,67,69,87,9,Cashback,regular
SK000358,Amit Patel,amit.patel19@yahoo.com,+91-8878214699,M,30,Kolkata,2024-08-31,582,11,18128,1648,5,17,2026-03-19,11,0.36,8,0.45,5,4.2,2,3,1,0.12,Ethnic Wear,COD,71,48,91,7,Early Access,regular
SK000359,Aryan Mehta,aryan.mehta25@outlook.com,+91-8635521233,M,21,Ahmedabad,2025-07-04,275,3,7581,2527,2,50,2026-02-14,7,0.29,1,0.57,2,3.9,0,2,0,0.12,Western Wear,Debit Card,36,51,27,5,Cashback,occasional
SK000360,Kritika Malhotra,kritika.malhotra82@hotmail.com,+91-7568494427,F,37,Coimbatore,2025-05-16,324,1,2411,2411,1,121,2025-12-05,2,0.05,0,0.53,0,,0,3,0,0.19,Accessories,UPI,6,25,4,5,Free Shipping,dormant
SK000361,Aarush Patel,aarush.patel59@gmail.com,+91-9392785298,M,24,Kolkata,2025-07-18,261,23,129007,5609,13,1,2026-04-04,29,0.43,18,0.43,7,4.7,1,0,1,0.06,Western Wear,Wallet,84,87,100,9,Early Access,loyal
SK000362,Sara Desai,sara.desai96@yahoo.com,+91-9441550974,F,30,Delhi,2025-08-23,225,3,5241,1747,1,118,2025-12-08,1,0.01,2,0.66,1,4.2,0,1,0,0.18,Sportswear,Credit Card,20,47,13,1,Gift Card,dormant
SK000363,Jyoti Agarwal,jyoti.agarwal52@gmail.com,+91-9828313804,F,25,Bangalore,2024-04-19,716,6,12600,2100,4,23,2026-03-13,8,0.38,8,0.38,2,4.0,2,0,0,0.09,Western Wear,COD,56,63,70,6,Free Shipping,regular
SK000364,Ishaan Sharma,ishaan.sharma83@yahoo.com,+91-8243041797,M,33,Vadodara,2025-10-25,162,7,20335,2905,3,32,2026-03-04,8,0.29,3,0.63,2,4.7,0,1,0,0.12,Ethnic Wear,Credit Card,39,65,35,5,Discount,occasional
SK000365,Advaith Jain,advaith.jain65@gmail.com,+91-8385755514,M,30,Bangalore,2024-10-04,548,14,22848,1632,6,30,2026-03-06,8,0.26,5,0.55,4,4.5,1,0,0,0.06,Ethnic Wear,Wallet,57,84,61,7,Exclusive Collections,regular
SK000366,Ritvik Patel,ritvik.patel35@gmail.com,+91-7476219428,M,33,Hyderabad,2024-12-17,474,31,174127,5617,10,13,2026-03-23,21,0.49,5,0.48,4,4.5,4,2,1,0.05,Sportswear,Credit Card,83,60,100,10,Cashback,loyal
SK000367,Pallavi Desai,pallavi.desai74@outlook.com,+91-7851131318,F,57,Hyderabad,2024-08-19,594,28,102648,3666,11,4,2026-04-01,20,0.63,7,0.68,13,4.8,2,2,1,0.04,Western Wear,Wallet,76,80,100,8,Exclusive Collections,loyal
SK000368,Kritika Khanna,kritika.khanna81@yahoo.com,+91-7044693606,F,20,Kochi,2025-09-08,209,33,105534,3198,8,11,2026-03-25,29,0.51,6,0.22,4,4.3,1,1,1,0.04,Footwear,Wallet,82,59,100,8,Cashback,loyal
SK000369,Shaurya Kumar,shaurya.kumar50@hotmail.com,+91-9788457124,M,45,Delhi,2025-12-04,122,3,5916,1972,4,31,2026-03-05,6,0.29,3,0.4,2,4.6,0,0,0,0.09,Accessories,Debit Card,45,72,31,5,Cashback,occasional
SK000370,Rohan Goel,rohan.goel99@gmail.com,+91-8696946589,M,18,Pune,2025-01-23,437,14,44184,3156,6,19,2026-03-17,13,0.42,2,0.42,4,4.9,0,3,1,0.08,Accessories,Wallet,60,52,52,9,Exclusive Collections,regular
SK000371,Krishna Bhatia,krishna.bhatia50@hotmail.com,+91-9761532782,M,20,Kolkata,2025-03-12,389,12,33648,2804,5,33,2026-03-03,14,0.35,3,0.33,5,3.6,2,0,0,0.07,Western Wear,Credit Card,68,80,82,9,Exclusive Collections,regular
SK000372,Kritika Bansal,kritika.bansal10@hotmail.com,+91-7200058204,F,34,Noida,2026-02-22,42,26,155480,5980,10,5,2026-03-31,29,0.42,6,0.69,6,4.6,2,0,1,0.06,Western Wear,Credit Card,88,89,100,9,Cashback,loyal
SK000373,Pari Malhotra,pari.malhotra59@yahoo.com,+91-7629566636,F,30,Lucknow,2025-05-20,320,7,17262,2466,1,50,2026-02-14,3,0.16,3,0.46,0,,0,5,1,0.22,Western Wear,UPI,27,10,15,6,Discount,at_risk
SK000374,Rohan Singh,rohan.singh36@outlook.com,+91-8566969276,M,37,Chandigarh,2025-10-25,162,13,22022,1694,6,28,2026-03-08,12,0.33,4,0.64,1,3.8,1,2,0,0.07,Footwear,Credit Card,57,47,51,8,Free Shipping,regular
SK000375,Deepak Iyer,deepak.iyer17@gmail.com,+91-7282078823,M,28,Vadodara,2024-07-21,623,6,11172,1862,2,52,2026-02-12,3,0.18,0,0.68,0,,0,1,0,0.08,Footwear,Wallet,53,54,6,6,Discount,occasional
SK000376,Angel Pillai,angel.pillai29@gmail.com,+91-9195547849,F,31,Kochi,2024-05-01,704,39,239577,6143,11,7,2026-03-29,15,0.43,10,0.45,3,3.7,4,1,1,0.03,Footwear,Wallet,91,58,100,8,Free Shipping,loyal
SK000377,Swati Menon,swati.menon30@hotmail.com,+91-7532671967,F,31,Coimbatore,2026-02-07,57,5,13195,2639,2,52,2026-02-12,8,0.18,3,0.55,1,3.6,0,1,0,0.09,Footwear,UPI,53,46,30,7,Cashback,occasional
SK000378,Navya Goel,navya.goel21@hotmail.com,+91-9688152466,F,32,Noida,2025-09-17,200,13,25610,1970,5,27,2026-03-09,11,0.37,6,0.47,5,4.3,0,0,1,0.08,Footwear,Wallet,64,72,65,6,Cashback,regular
SK000379,Preeti Sharma,preeti.sharma82@gmail.com,+91-9886277015,F,32,Coimbatore,2024-05-12,693,15,36285,2419,4,24,2026-03-12,13,0.34,6,0.29,3,4.1,0,1,1,0.09,Western Wear,Debit Card,71,70,59,6,Cashback,regular
SK000380,Jyoti Reddy,jyoti.reddy94@yahoo.com,+91-7429180939,F,30,Delhi,2025-04-13,357,15,110805,7387,11,11,2026-03-25,24,0.65,9,0.31,7,4.7,4,0,0,0.02,Accessories,COD,78,91,100,10,Cashback,loyal
SK000381,Meera Desai,meera.desai59@gmail.com,+91-7231974417,F,28,Mumbai,2026-01-15,80,6,8892,1482,2,41,2026-02-23,5,0.28,1,0.65,0,,0,2,0,0.13,Sportswear,Debit Card,44,41,13,7,Cashback,occasional
SK000382,Khushi Shah,khushi.shah15@gmail.com,+91-9559544516,F,29,Gurgaon,2024-09-01,581,9,27468,3052,4,10,2026-03-26,13,0.37,2,0.29,3,3.7,2,1,0,0.1,Accessories,COD,68,60,67,9,Free Shipping,regular
SK000383,Angel Iyer,angel.iyer10@gmail.com,+91-9735512237,F,34,Ahmedabad,2024-06-01,673,3,8178,2726,3,34,2026-03-02,7,0.24,4,0.5,0,,0,2,0,0.13,Accessories,Credit Card,45,36,26,8,Discount,occasional
SK000384,Anjali Reddy,anjali.reddy6@yahoo.com,+91-8789331954,F,34,Vadodara,2025-08-26,222,10,19060,1906,4,21,2026-03-15,13,0.35,5,0.48,5,3.8,1,3,0,0.1,Ethnic Wear,Wallet,61,41,76,6,Exclusive Collections,regular
SK000385,Nisha Bansal,nisha.bansal95@hotmail.com,+91-9310814168,F,25,Noida,2024-10-08,544,6,7668,1278,3,55,2026-02-09,6,0.16,0,0.31,2,4.1,0,2,0,0.09,Accessories,Debit Card,40,54,22,5,Gift Card,occasional
SK000386,Khushi Bansal,khushi.bansal8@hotmail.com,+91-7580324630,F,22,Kolkata,2024-12-26,465,10,13490,1349,2,83,2026-01-12,4,0.11,0,0.24,0,,0,4,1,0.16,Sportswear,Wallet,25,28,8,3,Free Shipping,at_risk
SK000387,Sonal Mittal,sonal.mittal41@hotmail.com,+91-7424638694,F,18,Nagpur,2024-04-26,709,38,220780,5810,9,12,2026-03-24,30,0.41,5,0.21,13,4.3,3,2,2,0.06,Footwear,Wallet,84,77,100,9,Free Shipping,loyal
SK000388,Rashmi Bansal,rashmi.bansal52@hotmail.com,+91-8856597243,F,49,Jaipur,2025-03-12,389,4,13404,3351,2,45,2026-02-19,1,0.17,3,0.21,2,4.5,0,5,0,0.16,Western Wear,Credit Card,29,16,21,6,Discount,at_risk
SK000389,Tanvi Khanna,tanvi.khanna95@yahoo.com,+91-7057897107,F,19,Surat,2026-01-16,79,2,2538,1269,4,52,2026-02-12,6,0.3,3,0.26,1,4.8,0,0,0,0.14,Accessories,UPI,37,61,26,7,Discount,occasional
SK000390,Divya Pandey,divya.pandey10@gmail.com,+91-9820787945,F,23,Lucknow,2025-11-15,141,14,28756,2054,5,17,2026-03-19,13,0.41,7,0.33,1,4.5,2,3,0,0.07,Footwear,Wallet,68,49,72,9,Cashback,regular
SK000391,Shruti Kulkarni,shruti.kulkarni53@outlook.com,+91-9810588534,F,39,Hyderabad,2026-01-08,87,3,7923,2641,3,32,2026-03-04,5,0.26,2,0.68,1,4.8,0,1,0,0.12,Accessories,Debit Card,44,44,21,7,Free Shipping,occasional
SK000392,Iraa Chopra,iraa.chopra61@gmail.com,+91-7221894788,F,18,Hyderabad,2025-10-13,174,13,43420,3340,7,30,2026-03-06,10,0.35,9,0.5,2,3.9,2,3,1,0.09,Western Wear,Debit Card,70,33,77,6,Cashback,regular
SK000393,Tanvi Agarwal,tanvi.agarwal61@gmail.com,+91-9502662650,F,18,Noida,2026-02-24,40,8,18272,2284,4,37,2026-02-27,5,0.2,2,0.57,0,,0,1,0,0.1,Sportswear,COD,44,60,16,7,Cashback,occasional
SK000394,Pranav Khanna,pranav.khanna78@yahoo.com,+91-9088025496,M,26,Nagpur,2024-08-09,604,6,17586,2931,3,77,2026-01-18,1,0.05,1,0.59,2,4.1,0,2,1,0.18,Ethnic Wear,Debit Card,25,49,15,4,Discount,at_risk
SK000395,Kabir Saxena,kabir.saxena6@gmail.com,+91-7669296701,M,41,Delhi,2024-09-11,571,5,5885,1177,4,54,2026-02-10,5,0.26,0,0.34,1,4.7,0,1,0,0.09,Sportswear,UPI,45,54,15,8,Discount,occasional
SK000396,Iraa Kumar,iraa.kumar32@yahoo.com,+91-7296316873,F,31,Mumbai,2025-11-04,152,4,6304,1576,4,48,2026-02-16,3,0.22,4,0.69,1,4.8,0,1,0,0.11,Accessories,UPI,51,60,23,7,Gift Card,occasional
SK000397,Darsh Rao,darsh.rao5@outlook.com,+91-9696585576,M,53,Ahmedabad,2025-11-25,131,13,39273,3021,6,35,2026-03-01,13,0.28,2,0.23,3,4.0,2,2,1,0.1,Western Wear,COD,59,46,67,7,Early Access,regular
SK000398,Karthik Desai,karthik.desai10@gmail.com,+91-8646318539,M,38,Chennai,2024-08-10,603,10,27200,2720,4,32,2026-03-04,12,0.44,9,0.36,5,5.0,0,2,1,0.12,Accessories,Wallet,66,61,76,9,Cashback,regular
SK000399,Saanvi Pandey,saanvi.pandey94@gmail.com,+91-8707490417,F,19,Hyderabad,2025-09-29,188,34,112064,3296,10,11,2026-03-25,25,0.56,17,0.47,7,4.6,4,0,0,0.03,Western Wear,UPI,94,82,100,8,Exclusive Collections,loyal
SK000400,Aarav Kapoor,aarav.kapoor92@outlook.com,+91-9453860946,M,33,Vadodara,2026-01-16,79,14,43302,3093,7,10,2026-03-26,13,0.29,4,0.52,3,4.6,0,0,1,0.09,Sportswear,UPI,56,60,53,8,Free Shipping,regular
SK000401,Dev Jain,dev.jain41@hotmail.com,+91-8000593980,M,18,Vadodara,2024-12-19,472,34,141610,4165,14,13,2026-03-23,26,0.67,13,0.61,7,3.5,1,1,0,0.02,Footwear,Credit Card,90,73,100,9,Exclusive Collections,loyal
SK000402,Komal Mehta,komal.mehta25@outlook.com,+91-7655915241,F,37,Kochi,2024-11-20,501,5,9555,1911,4,60,2026-02-04,6,0.27,5,0.36,1,4.8,0,1,0,0.09,Ethnic Wear,Credit Card,40,54,32,6,Free Shipping,occasional
SK000403,Sneha Nair,sneha.nair52@yahoo.com,+91-7694627036,F,27,Jaipur,2024-07-23,621,2,3628,1814,2,60,2026-02-04,3,0.26,4,0.6,1,4.0,0,0,0,0.14,Accessories,Debit Card,50,51,23,6,Gift Card,occasional
SK000404,Isha Kapoor,isha.kapoor80@yahoo.com,+91-9805646131,F,37,Mumbai,2024-11-15,506,31,97898,3158,11,3,2026-04-02,24,0.66,15,0.21,9,5.0,5,0,1,0.03,Accessories,Wallet,92,93,100,10,Exclusive Collections,loyal
SK000405,Anjali Bhatia,anjali.bhatia23@yahoo.com,+91-9165782342,F,48,Coimbatore,2024-05-12,693,39,180258,4622,8,5,2026-03-31,27,0.5,9,0.2,11,3.9,2,0,2,0.07,Ethnic Wear,UPI,84,95,100,8,Free Shipping,loyal
SK000406,Darsh Kapoor,darsh.kapoor58@outlook.com,+91-9555795012,M,47,Chandigarh,2025-03-05,396,7,12950,1850,2,49,2026-02-15,5,0.15,0,0.36,0,,0,1,0,0.14,Ethnic Wear,UPI,49,46,10,5,Cashback,occasional
SK000407,Ananya Desai,ananya.desai90@yahoo.com,+91-8513672574,F,30,Vadodara,2025-07-21,258,22,156244,7102,13,7,2026-03-29,24,0.61,18,0.58,13,4.3,2,0,0,0.03,Sportswear,COD,84,95,100,10,Early Access,loyal
SK000408,Preeti Kumar,preeti.kumar12@gmail.com,+91-8282623190,F,40,Lucknow,2024-04-25,710,12,40680,3390,7,15,2026-03-21,13,0.4,9,0.43,1,4.5,1,0,1,0.1,Footwear,Credit Card,67,57,68,6,Early Access,regular
SK000409,Yash Goel,yash.goel66@hotmail.com,+91-9563927373,M,28,Kolkata,2025-01-19,441,14,34650,2475,4,29,2026-03-07,9,0.33,4,0.64,5,3.5,1,3,1,0.11,Footwear,COD,59,54,65,7,Early Access,regular
SK000410,Kavita Agarwal,kavita.agarwal77@hotmail.com,+91-9501425226,F,33,Bhopal,2024-12-15,476,8,23888,2986,3,57,2026-02-07,3,0.23,2,0.39,1,4.5,0,1,0,0.1,Accessories,Debit Card,54,53,17,7,Cashback,occasional
SK000411,Tanish Kumar,tanish.kumar45@gmail.com,+91-7366978823,M,18,Coimbatore,2025-10-01,186,14,36148,2582,6,34,2026-03-02,13,0.3,10,0.5,2,3.7,2,2,0,0.06,Western Wear,UPI,74,62,86,6,Early Access,regular
SK000412,Nisha Nair,nisha.nair93@outlook.com,+91-7180791430,F,24,Surat,2024-05-02,703,10,15100,1510,6,31,2026-03-05,12,0.44,5,0.3,5,4.2,1,3,0,0.09,Footwear,Credit Card,73,61,74,6,Exclusive Collections,regular
SK000413,Aarav Menon,aarav.menon84@outlook.com,+91-8442559849,M,37,Lucknow,2025-02-13,416,7,16646,2378,3,60,2026-02-04,6,0.22,2,0.38,0,,0,1,0,0.09,Accessories,UPI,52,62,18,6,Gift Card,occasional
SK000414,Megha Malhotra,megha.malhotra73@yahoo.com,+91-8854759212,F,18,Ahmedabad,2025-11-18,138,14,47838,3417,4,32,2026-03-04,14,0.32,4,0.37,4,4.0,2,1,1,0.08,Western Wear,Credit Card,66,70,80,9,Free Shipping,regular
SK000415,Preeti Jain,preeti.jain2@outlook.com,+91-9855363744,F,32,Noida,2025-06-01,308,3,5076,1692,2,55,2026-02-09,4,0.27,4,0.4,2,3.6,0,0,0,0.15,Western Wear,Wallet,51,64,30,5,Discount,occasional
SK000416,Jyoti Singh,jyoti.singh92@yahoo.com,+91-7397897579,F,33,Kolkata,2025-05-27,313,9,19683,2187,6,17,2026-03-19,9,0.3,3,0.24,4,4.2,0,1,0,0.06,Sportswear,Credit Card,61,68,47,8,Cashback,regular
SK000417,Anvi Nair,anvi.nair96@hotmail.com,+91-7579938443,F,38,Lucknow,2026-03-02,34,14,55160,3940,8,11,2026-03-25,21,0.51,17,0.21,14,4.1,4,2,0,0.02,Western Wear,UPI,76,95,100,8,Cashback,loyal
SK000418,Vihaan Sharma,vihaan.sharma34@yahoo.com,+91-8292729367,M,18,Mumbai,2025-06-22,287,18,88830,4935,9,15,2026-03-21,18,0.57,18,0.6,14,3.7,3,1,0,0.05,Footwear,COD,86,90,100,8,Exclusive Collections,loyal
SK000419,Navya Shah,navya.shah11@hotmail.com,+91-9233947039,F,18,Bhopal,2025-09-14,203,13,25376,1952,5,29,2026-03-07,15,0.32,10,0.29,2,3.6,0,1,0,0.06,Accessories,Wallet,65,65,70,8,Exclusive Collections,regular
SK000420,Ahana Goel,ahana.goel21@gmail.com,+91-9717438759,F,41,Bangalore,2025-12-03,123,5,11110,2222,4,47,2026-02-17,3,0.23,4,0.3,0,,0,2,0,0.11,Western Wear,COD,39,49,18,6,Discount,occasional
SK000421,Anjali Kumar,anjali.kumar96@yahoo.com,+91-7185037207,F,33,Gurgaon,2024-12-30,461,16,80576,5036,10,6,2026-03-30,23,0.66,7,0.21,5,4.7,5,1,0,0.06,Footwear,Credit Card,93,65,100,9,Exclusive Collections,loyal
SK000422,Aditya Pandey,aditya.pandey72@outlook.com,+91-7147995272,M,28,Surat,2025-03-19,382,7,25004,3572,7,17,2026-03-19,11,0.29,5,0.45,1,3.8,1,0,0,0.07,Western Wear,UPI,66,71,52,9,Exclusive Collections,regular
SK000423,Rudra Singh,rudra.singh45@outlook.com,+91-8568058685,M,18,Bhopal,2025-10-23,164,2,2586,1293,3,46,2026-02-18,3,0.2,4,0.41,0,,0,2,0,0.1,Footwear,Credit Card,36,45,18,8,Gift Card,occasional
SK000424,Laksh Mittal,laksh.mittal26@gmail.com,+91-9510347582,M,27,Hyderabad,2025-04-02,368,2,3178,1589,2,30,2026-03-06,4,0.24,0,0.41,0,,0,2,0,0.15,Sportswear,Credit Card,54,35,8,6,Discount,occasional
SK000425,Amit Pillai,amit.pillai37@outlook.com,+91-9669329902,M,21,Noida,2024-06-28,646,4,9272,2318,2,31,2026-03-05,4,0.2,3,0.7,1,4.5,0,0,0,0.13,Western Wear,Debit Card,51,61,22,5,Free Shipping,occasional
SK000426,Shaurya Patel,shaurya.patel52@gmail.com,+91-8362853807,M,41,Noida,2024-04-09,726,3,7017,2339,3,33,2026-03-03,5,0.3,2,0.47,0,,0,0,0,0.11,Western Wear,Wallet,36,49,16,5,Cashback,occasional
SK000427,Karthik Gupta,karthik.gupta92@gmail.com,+91-9610782315,M,18,Ahmedabad,2025-02-09,420,10,25490,2549,6,13,2026-03-23,12,0.41,3,0.43,2,4.1,1,0,0,0.08,Sportswear,UPI,60,58,53,9,Early Access,regular
SK000428,Anvi Rao,anvi.rao99@outlook.com,+91-7464667264,F,29,Surat,2024-11-29,492,11,24068,2188,7,24,2026-03-12,12,0.37,2,0.61,3,4.5,0,0,1,0.12,Sportswear,Credit Card,55,58,45,6,Early Access,regular
SK000429,Vihaan Nair,vihaan.nair99@gmail.com,+91-7200386155,M,40,Vadodara,2024-08-08,605,3,8949,2983,3,63,2026-02-01,3,0.12,1,0.7,2,3.8,0,4,0,0.23,Ethnic Wear,UPI,29,16,19,5,Free Shipping,at_risk
SK000430,Saanvi Kapoor,saanvi.kapoor33@outlook.com,+91-9933164347,F,38,Vadodara,2025-06-27,282,8,13120,1640,2,58,2026-02-06,6,0.21,2,0.6,1,4.0,0,0,0,0.11,Footwear,Credit Card,38,58,23,5,Discount,occasional
SK000431,Preeti Kapoor,preeti.kapoor47@hotmail.com,+91-7462125656,F,27,Ahmedabad,2025-05-30,310,8,13568,1696,3,38,2026-02-26,4,0.25,2,0.53,2,4.4,0,0,0,0.11,Accessories,COD,40,59,24,7,Discount,occasional
SK000432,Pari Chopra,pari.chopra16@hotmail.com,+91-7063216024,F,38,Indore,2024-10-18,534,7,14000,2000,4,35,2026-03-01,10,0.42,9,0.37,5,4.6,1,1,0,0.1,Ethnic Wear,Credit Card,72,75,82,9,Exclusive Collections,regular
